Num_pub;Pays pub;Nb pays;Date prior;Date est expi;Date expi;Statut;Classification;Entreprise;Year pub;Year exp;Duree active
US4130535A;US;4;1975-07-21;0000-00-00;1991-01-01;Status Expire;C; Advanced Elastomer Systems LP;1975;1991;16
US4667025A;US;7;1982-09-08;0000-00-00;1983-07-26;Status Expire;C; Wakunaga Pharmaceutical Co Ltd;1982;1983;1
US5361295A;US;10;1989-12-12;0000-00-00;2006-08-24;Status Expire;H; Intellectual Ventures I LLC;1989;2006;17
US5320725A;US;5;1989-02-08;0000-00-00;2006-06-14;Status Expire;C; Therasense Inc;1989;2006;17
EP0452484B1;EP;26;1989-06-11;0000-00-00;2009-11-07;Status Expire;C; Cell Genesys Inc;1989;2009;20
US5183597A;US;1;1989-10-02;0000-00-00;1991-02-25;Status Expire;G; 3M Co;1989;1991;2
US4844064A;US;3;1987-09-30;0000-00-00;1996-09-30;Status Expire;A; Allegiance Corp;1987;1996;9
US4733659A;US;2;1986-01-17;0000-00-00;1996-04-03;Status Expire;A; Seton Co;1986;1996;10
US4001184A;US;10;1975-03-31;0000-00-00;1976-03-26;Status Expire;C; General Electric Co;1975;1976;1
US4570328A;US;2;1983-07-03;0000-00-00;1983-02-25;Status Expire;Y; Motorola Solutions Inc;1983;1983;0
US6397340B2;US;19;1989-10-30;0000-00-00;2010-05-28;Status Expire;G; Texas Instruments Inc;1989;2010;21
US5662701A;US;8;1989-08-18;0000-00-00;2009-09-02;Status Expire;A; SYNECTIC VENTURES I LLC SYNECTIC VENTURES II LLC SYNECTIC VENTURES III LLC;1989;2009;20
EP0374190B1;EP;8;1987-04-09;0000-00-00;2001-06-01;Status Expire;G; VANDER CORP;1987;2001;14
EP0337612B1;EP;8;1988-03-18;0000-00-00;2009-03-18;Status Expire;A; Ethicon Inc;1988;2009;21
US4911718A;US;10;1988-10-06;0000-00-00;1998-12-24;Status Expire;A; NEW JERSEY ADMINISTRATIVE COMPLEX, University of, Medicine and Dentistry of NEW JERSEY THE, University of, Medicine and Dentistry of University of Medicine and Dentistry of New Jersey;1988;1998;10
US5794614A;US;3;1989-05-19;0000-00-00;2010-08-18;Status Expire;A; Nellcor Puritan Bennett LLC;1989;2010;21
US4792336A;US;11;1986-03-03;0000-00-00;1996-12-25;Status Expire;A; Wyeth Holdings LLC;1986;1996;10
US5116318A;US;3;1989-06-06;0000-00-00;1989-05-26;Status Expire;A; Cordis Corp;1989;1989;0
US4811801A;US;8;1988-03-16;0000-00-00;1988-05-10;Status Expire;E; Smith International Inc;1988;1988;0
US5129132A;US;21;1988-01-27;0000-00-00;2004-07-14;Status Expire;G; Leland Stanford Junior University;1988;2004;16
US5011769A;US;6;1985-05-12;0000-00-00;1997-05-28;Status Expire;C; ID BIOMEDICAL Corp;1985;1997;12
EP0230472B1;EP;4;1985-06-21;0000-00-00;2006-06-18;Status Expire;C; Panasonic Corp;1985;2006;21
US5061269A;US;1;1989-07-02;0000-00-00;1991-06-06;Status Expire;A; DETROIT NEUROSURGICAL FOUDATION;1989;1991;2
EP0301127B1;EP;15;1987-07-31;0000-00-00;2004-07-31;Status Expire;G; Texas Instruments Deutschland GmbH;1987;2004;17
US4515165A;US;1;1980-04-02;0000-00-00;1986-10-17;Status Expire;A; Energy Conversion Devices Inc;1980;1986;6
US4826689A;US;2;1984-05-21;0000-00-00;1997-10-09;Status Expire;A; STS PARTICLES Inc;1984;1997;13
US5411590A;US;5;1987-06-24;0000-00-00;1997-12-12;Status Expire;C; ASM America Inc;1987;1997;10
EP0404463B1;EP;15;1989-06-20;0000-00-00;2009-06-15;Status Expire;G; 3M Co;1989;2009;20
EP0317180B1;EP;13;1987-11-13;0000-00-00;2005-11-10;Status Expire;A; Landec Labs Inc;1987;2005;18
US6346118B1;US;8;1983-09-12;0000-00-00;2012-12-27;Status Expire;A; Lifeport Sciences LLC;1983;2012;29
EP0436663B1;EP;7;1988-03-10;0000-00-00;2002-07-02;Status Expire;G; 3M Co;1988;2002;14
US5714321A;US;17;1986-11-24;0000-00-00;2015-05-29;Status Expire;C; Gen Probe Inc;1986;2015;29
EP0152459B1;EP;11;1983-08-18;0000-00-00;2004-08-09;Status Expire;C; BIOSYNTECH BIOCHEMISCHE SYNTHESETECHNIK GMBH;1983;2004;21
EP0346402B1;EP;27;1987-10-20;0000-00-00;2007-07-02;Status Expire;G; INTERACTIVE SYSTEMS Inc;1987;2007;20
US5356633A;US;8;1989-10-20;0000-00-00;1992-09-22;Status Expire;A; Liposome Technology Inc;1989;1992;3
US4810648A;US;16;1986-08-01;0000-00-00;1988-01-19;Status Expire;C; Bayer CropScience SA;1986;1988;2
US5804693A;US;16;1988-08-03;0000-00-00;2010-09-08;Status Expire;C; Syngenta Investment Corp;1988;2010;22
US5135516A;US;2;1989-12-15;0000-00-00;1995-07-01;Status Expire;A; Boston Scientific Scimed Inc;1989;1995;6
EP0449883B1;EP;6;1988-12-21;0000-00-00;2008-12-23;Status Expire;A; Massachusetts Institute of Technology;1988;2008;20
US4845106A;US;29;1985-04-02;0000-00-00;2002-10-01;Status Expire;A; Bayer CropScience KK;1985;2002;17
US4275721A;US;11;1978-11-28;0000-00-00;1994-03-24;Status Expire;A; AXTRADE CARE AB Procter and Gamble Hygien AB;1978;1994;16
US3605123A;US;1;1969-04-29;0000-00-00;1997-08-01;Status Expire;A; Melpar Inc;1969;1997;28
EP0165742B1;EP;6;1984-06-18;0000-00-00;2005-06-05;Status Expire;G; Agilent Technologies Inc;1984;2005;21
US5139499A;US;2;1989-06-02;0000-00-00;2004-08-18;Status Expire;A; Smith and Nephew Inc;1989;2004;15
US5380317A;US;3;1988-10-06;0000-00-00;2012-01-27;Status Expire;A; Catheter Ablation Solutions LLC;1988;2012;24
US4409470A;US;9;1982-01-25;0000-00-00;1987-11-17;Status Expire;G; Symbol Technologies LLC;1982;1987;5
US6052673A;US;4;1985-08-27;0000-00-00;2008-04-18;Status Expire;G; Trans Texas Holdings Corp;1985;2008;23
US3610806A;US;13;1969-10-30;0000-00-00;2006-09-01;Status Expire;G; MUSICCO LLC Boeing North American Inc;1969;2006;37
US4906233A;US;4;1986-05-29;0000-00-00;1998-03-11;Status Expire;A; Terumo Corp;1986;1998;12
EP0332435B2;EP;25;1988-10-03;0000-00-00;2009-03-10;Status Expire;C; Syngenta Ltd;1988;2009;21
EP0128045B1;EP;10;1983-06-06;0000-00-00;2004-06-05;Status Expire;C; ExxonMobil Research and Engineering Co;1983;2004;21
EP0293123B1;EP;12;1987-05-26;0000-00-00;2008-05-15;Status Expire;A; United States Surgical Corp;1987;2008;21
US4531943A;US;9;1983-08-08;0000-00-00;1988-09-22;Status Expire;A; Schneider USA Inc Angiomedics Corp;1983;1988;5
EP0071630B1;EP;8;1981-02-17;0000-00-00;2002-01-21;Status Expire;A; United States Surgical Corp;1981;2002;21
US4379753A;US;1;1980-07-02;0000-00-00;1981-05-26;Status Expire;A; Procter and Gamble Co;1980;1981;1
US4694490A;US;2;1981-03-11;0000-00-00;2003-10-03;Status Expire;H; NATIONAL CABLE CLEARING HOUSE Inc;1981;2003;22
US4881966A;US;30;1985-02-14;0000-00-00;1989-08-04;Status Expire;A; Novartis Corp;1985;1989;4
US5703008A;US;22;1989-11-30;0000-00-00;2013-07-22;Status Expire;A; Bayer CropScience AG Bayer Intellectual Property GmbH;1989;2013;24
US4136163A;US;1;1971-04-02;0000-00-00;1993-07-15;Status Expire;A; Warner Lambert Co LLC;1971;1993;22
US4586923A;US;1;1984-06-25;0000-00-00;1984-06-12;Status Expire;A; Cordis Corp;1984;1984;0
EP0170375B1;EP;22;1984-06-13;0000-00-00;2009-06-25;Status Expire;G; Alere Switzerland GmbH;1984;2009;25
EP0418378B1;EP;8;1989-11-04;0000-00-00;2006-05-02;Status Expire;G; BAE Systems Electronics Ltd;1989;2006;17
US5232453A;US;1;1989-07-14;0000-00-00;2010-12-23;Status Expire;A; Convatec Technologies Inc;1989;2010;21
US4714469A;US;14;1987-02-26;0000-00-00;1995-12-27;Status Expire;A; MTG Divestitures LLC;1987;1995;8
US4874368A;US;1;1988-07-25;0000-00-00;1988-07-22;Status Expire;A; Micromedics Inc;1988;1988;0
US5084049A;US;8;1989-08-02;0000-00-00;1998-09-23;Status Expire;A; DePuy Spine LLC;1989;1998;9
US5038211A;US;3;1989-05-07;0000-00-00;1993-08-04;Status Expire;H; SuperGuide Corp;1989;1993;4
US4591610A;US;14;1983-03-23;0000-00-00;1984-03-19;Status Expire;A; L' O R E A L LOreal SA;1983;1984;1
EP0414281B1;EP;22;1985-02-28;0000-00-00;2006-02-27;Status Expire;G; Symbol Technologies LLC;1985;2006;21
US4387297A;US;17;1980-02-29;0000-00-00;1994-10-13;Status Expire;G; Symbol Technologies LLC;1980;1994;14
EP0334616B1;EP;6;1988-03-21;0000-00-00;2003-08-07;Status Revoke;G; Polaroid Corp;1988;2003;15
US4412287A;US;1;1975-05-29;0000-00-00;1987-07-12;Status Expire;G; BRADDOCK W DAVID III SETTLE HIRAM P;1975;1987;12
US4797368A;US;1;1985-03-15;0000-00-00;1985-03-15;Status Expire;C; HEALTH AND HUMAN SERVICES United States, AS REPRESENTED BY DEPARTMENT OF US Department of Health and Human Services;1985;1985;0
EP0364787B1;EP;19;1988-04-10;0000-00-00;2009-09-30;Status Expire;A; EXPANDABLE GRAFTS PARTNERSHIP a Texas General Partnership;1988;2009;21
EP0774759B1;EP;11;1989-04-13;0000-00-00;2009-04-12;Status Expire;G; SanDisk Corp;1989;2009;20
EP0444157B1;EP;16;1988-11-21;0000-00-00;2008-11-30;Status Expire;Y; Angiotech Biomaterials Corp;1988;2008;20
EP0278758B1;EP;5;1987-11-02;0000-00-00;2008-02-10;Status Expire;Y; Eastman Kodak Co;1987;2008;21
EP0401384B1;EP;8;1988-12-22;0000-00-00;2009-12-21;Status Expire;Y; Amgen K A Inc;1988;2009;21
EP0329822B1;EP;9;1988-02-24;0000-00-00;2008-08-27;Status Expire;C; Cangene Corp;1988;2008;20
EP0408245B1;EP;5;1989-07-13;0000-00-00;2010-07-03;Status Expire;A; American Medical Systems LLC;1989;2010;21
EP0169672B1;EP;6;1984-06-22;0000-00-00;2005-06-24;Status Revoke;A; Harvard College;1984;2005;21
EP0703757B1;EP;33;1988-06-13;0000-00-00;2012-06-09;Status Expire;A; SDGI Holdings Inc;1988;2012;24
EP0282161B1;EP;6;1987-12-02;0000-00-00;2005-02-09;Status Expire;A; Health & Research Services Inc;1987;2005;18
EP0500775B1;EP;26;1989-07-11;0000-00-00;2009-11-30;Status Expire;H; Qualcomm Inc;1989;2009;20
EP0261230B1;EP;6;1986-02-04;0000-00-00;2006-05-02;Status Expire;A; Valleylab Inc;1986;2006;20
EP0178941B1;EP;10;1984-10-19;0000-00-00;2005-10-16;Status Expire;A; Ethicon Inc;1984;2005;21
EP0355697B1;EP;5;1988-08-19;0000-00-00;2004-04-30;Status Expire;G; Hitachi Ltd;1988;2004;16
EP0471265B1;EP;8;1988-07-01;0000-00-00;2009-01-05;Status Expire;C; Novozymes AS;1988;2009;21
EP0413537B1;EP;5;1989-08-15;0000-00-00;2008-08-13;Status Expire;H; Compaq Computer Holding Ltd;1989;2008;19
EP0366685B1;EP;9;1987-06-24;0000-00-00;2008-06-23;Status Expire;Y; Florey Howard Institute of Experimental Physiology and Medicine;1987;2008;21
EP0095970B1;EP;10;1982-05-28;0000-00-00;2002-05-01;Status Expire;Y; United States Surgical Corp;1982;2002;20
EP0318554B2;EP;14;1987-05-21;0000-00-00;2008-05-18;Status Expire;C; Amgen Research Munich GmbH;1987;2008;21
EP0278757B1;EP;5;1987-11-02;0000-00-00;2008-02-10;Status Expire;Y; Eastman Kodak Co;1987;2008;21
EP0333523B1;EP;29;1988-03-18;0000-00-00;2006-03-31;Status Revoke;Y; UAB Research Foundation Southern Research Institute;1988;2006;18
EP0176728B1;EP;7;1984-04-09;0000-00-00;2005-08-17;Status Expire;A; DR.SC. KARIN BUETTNER GEB. JANZ EN DIPL.-ING. BERN;1984;2005;21
EP0189807B1;EP;5;1985-01-23;0000-00-00;2005-01-13;Status Expire;A; Smith and Nephew Dyonics Inc;1985;2005;20
EP0456716B1;EP;10;1989-01-19;0000-00-00;2005-01-17;Status Expire;A; Futrex Inc;1989;2005;16
EP0351068B1;EP;12;1988-07-15;0000-00-00;2005-06-15;Status Expire;Y; BP Chemicals Ltd;1988;2005;17
EP0311214B1;EP;8;1987-07-10;0000-00-00;2007-10-06;Status Expire;Y; Elephant Edelmetaal BV;1987;2007;20
EP0277959B1;EP;6;1977-09-11;0000-00-00;2006-05-02;Status Expire;A; Valleylab Inc;1977;2006;29
EP0077154B1;EP;13;1981-01-10;0000-00-00;2002-04-01;Status Expire;G; Stratus Computer Inc;1981;2002;21
EP0218220B1;EP;25;1983-04-13;0000-00-00;2004-04-11;Status Expire;Y; Niagara Mohawk Power Corp;1983;2004;21
EP0538244B1;EP;32;1986-10-17;0000-00-00;2006-10-12;Status Expire;Y; University of Texas System;1986;2006;20
EP0127958B1;EP;10;1983-05-05;0000-00-00;2004-05-08;Status Expire;A; Medisense Inc;1983;2004;21
EP0242131B1;EP;7;1986-04-14;0000-00-00;2007-04-09;Status Expire;G; National Instruments Corp;1986;2007;21
EP0080348B1;EP;3;1981-11-19;0000-00-00;2002-11-19;Status Expire;A; Medtronic Inc;1981;2002;21
EP0117093B1;EP;7;1983-02-18;0000-00-00;2000-12-01;Status Expire;A; Mallinckrodt Inc;1983;2000;17
EP0225579B1;EP;11;1985-02-12;0000-00-00;2005-12-01;Status Expire;Y; GD Searle LLC;1985;2005;20
EP0286371B1;EP;10;1987-07-04;0000-00-00;2005-04-06;Status Expire;Y; Syntex USA LLC;1987;2005;18
EP0412424B1;EP;5;1989-08-08;0000-00-00;2007-03-01;Status Expire;Y; Pacesetter AB;1989;2007;18
EP0003089B1;EP;3;1978-06-01;0000-00-00;1988-09-12;Status Expire;F; Silium Francaise A Responsabilite Ltee Ste;1978;1988;10
EP0332210B1;EP;4;1988-11-03;0000-00-00;2009-03-09;Status Expire;G; Hitachi Ltd;1988;2009;21
EP0497803B1;EP;5;1989-10-23;0000-00-00;2005-06-30;Status Expire;Y; SCHMITZ HERMAN JOSEF DR DR;1989;2005;16
EP0002776B2;EP;5;1977-12-28;0000-00-00;1990-12-31;Status Expire;A; Siemens AG;1977;1990;13
EP0093281B1;EP;12;1982-04-29;0000-00-00;2003-04-10;Status Expire;Y; IDENTITECH CORPORATION;1982;2003;21
EP0388465B1;EP;11;1988-09-23;0000-00-00;2009-09-19;Status Expire;Y; Kimberly Clark Worldwide Inc;1988;2009;21
EP0262779B1;EP;8;1986-08-18;0000-00-00;1996-08-17;Status Expire;A; Physio Control Inc;1986;1996;10
EP0119448B1;EP;5;1983-02-14;0000-00-00;2004-02-09;Status Expire;Y; Wakunaga Pharmaceutical Co Ltd;1983;2004;21
EP0083286B1;EP;12;1981-12-24;0000-00-00;2002-12-23;Status Expire;A; Health Research Inc;1981;2002;21
EP0214290B1;EP;5;1985-08-03;0000-00-00;2001-01-03;Status Expire;G; Sigma Inc;1985;2001;16
EP0285658B1;EP;8;1986-09-10;0000-00-00;2006-10-02;Status Expire;F; BAE Systems Electronics Ltd;1986;2006;20
EP0237507B1;EP;33;1986-07-03;0000-00-00;2007-02-20;Status Expire;A; Draco AB;1986;2007;21
EP0339580B1;EP;6;1988-04-25;0000-00-00;2005-04-25;Status Expire;H; Applied Materials Inc;1988;2005;17
EP0493398B1;EP;9;1989-08-25;0000-00-00;2010-08-17;Status Expire;C; Henkel AG and Co KGaA Cognis Corp;1989;2010;21
EP0461321B1;EP;2;1987-12-23;0000-00-00;2009-06-11;Status Expire;G; Services Petroliers Schlumberger SA Gemalto Terminals Ltd Schlumberger Holdings Ltd Schlumberger Technology BV Schlumberger Ltd Netherlands Schlumberger Ltd;1987;2009;22
EP0290581B1;EP;10;1986-11-21;0000-00-00;2007-11-19;Status Expire;H; Bayerische Rundfunkwerbung GmbH;1986;2007;21
EP0112655B1;EP;22;1982-11-26;0000-00-00;2003-11-24;Status Expire;A; Procter and Gamble Co;1982;2003;21
EP0395336B1;EP;7;1989-04-25;0000-00-00;2010-04-23;Status Expire;Y; Mitsui Petrochemical Industries Ltd;1989;2010;21
EP0224556B1;EP;24;1985-05-20;0000-00-00;2005-05-05;Status Expire;Y; Telebit Corp;1985;2005;20
EP0452413B1;EP;9;1989-06-01;0000-00-00;2007-01-05;Status Expire;A; Dyax Corp;1989;2007;18
EP0101733B1;EP;11;1982-11-03;0000-00-00;1992-12-01;Status Expire;A; Trimedyne Laser Systems Inc;1982;1992;10
EP0474752B1;EP;13;1989-05-29;0000-00-00;2010-05-29;Status Expire;A; Kensey Nash Corp;1989;2010;21
EP0452402B1;EP;9;1989-09-01;0000-00-00;2005-01-05;Status Expire;A; Pilot Cardiovascular Systems Inc;1989;2005;16
EP0397110B2;EP;9;1989-08-05;0000-00-00;2010-05-08;Status Expire;A; Kimberly Clark Worldwide Inc;1989;2010;21
EP0070230B1;EP;11;1981-09-07;0000-00-00;2001-07-06;Status Expire;Y; Tractel SAS;1981;2001;20
EP0286306B1;EP;5;1987-03-04;0000-00-00;2005-11-30;Status Expire;C; Fujitsu Ltd;1987;2005;18
EP0104092B1;EP;5;1982-09-21;0000-00-00;2003-09-20;Status Expire;G; Xerox Corp;1982;2003;21
EP0235455B1;EP;7;1986-02-13;0000-00-00;2006-12-09;Status Expire;B; Smith International Inc;1986;2006;20
EP0154316B1;EP;3;1984-06-03;0000-00-00;2003-10-01;Status Expire;Y; Takeda Pharmaceutical Co Ltd;1984;2003;19
EP0329944B1;EP;4;1988-02-19;0000-00-00;1995-04-10;Status Revoke;A; Wolf Richard GmbH;1988;1995;7
EP0470154B1;EP;14;1989-04-28;0000-00-00;2008-05-01;Status Expire;A; Riker Laboratories Inc;1989;2008;19
EP0429842B1;EP;8;1989-10-27;0000-00-00;2007-10-20;Status Expire;A; Korea Research Institute of Chemical Technology KRICT;1989;2007;18
EP0135231B1;EP;6;1983-08-23;0000-00-00;2004-08-16;Status Expire;Y; Procter and Gamble Co;1983;2004;21
EP0240213B1;EP;23;1986-03-21;0000-00-00;2006-03-31;Status Expire;A; Procter and Gamble Co;1986;2006;20
EP0462999B1;EP;7;1989-06-03;0000-00-00;2008-10-01;Status Expire;A; SPINNAKER R & D ASSOCIATES University of New Mexico UNM;1989;2008;19
EP0366132B1;EP;6;1988-10-27;0000-00-00;2009-10-25;Status Expire;H; Bayerische Motoren Werke AG;1988;2009;21
EP0240226B1;EP;16;1986-03-31;0000-00-00;2007-03-23;Status Expire;B; Gentex Corp;1986;2007;21
EP0449985B1;EP;17;1988-12-23;0000-00-00;2005-02-21;Status Revoke;H; Gemstar Development Corp;1988;2005;17
EP0430929B1;EP;6;1986-07-17;0000-00-00;2006-07-16;Status Expire;A; Erbe Elecktromedizin GmbH;1986;2006;20
EP0408739B1;EP;10;1989-09-02;0000-00-00;2010-02-08;Status Expire;A; Stryker Corp;1989;2010;21
EP0434742B1;EP;9;1988-09-15;0000-00-00;2009-09-14;Status Expire;B; Abbott Point of Care Inc;1988;2009;21
EP0237545B1;EP;46;1985-08-23;0000-00-00;2006-08-22;Status Expire;A; Amgen K A Inc;1985;2006;21
EP0362222B1;EP;8;1987-08-05;0000-00-00;2003-12-02;Status Expire;A; WILHELM HASELMEIER GmbH AND Co;1987;2003;16
EP1501045B1;EP;35;1989-09-28;0000-00-00;2010-09-28;Status Expire;Y; Giesecke and Devrient GmbH;1989;2010;21
EP0284624B1;EP;6;1986-09-26;0000-00-00;2005-09-14;Status Expire;H; Lockheed Martin Corp;1986;2005;19
EP0485368B1;EP;16;1985-05-08;0000-00-00;2006-07-23;Status Expire;Y; Roche Diagnostics Corp;1985;2006;21
EP0425235B1;EP;7;1989-10-25;0000-00-00;2013-07-22;Status Expire;Y; Immunogen Inc;1989;2013;24
EP0097763B1;EP;5;1982-06-30;0000-00-00;2003-02-22;Status Expire;H; International Business Machines Corp;1982;2003;21
EP0021421B2;EP;6;1979-02-07;0000-00-00;2000-06-25;Status Expire;A; BIOMEDICAL ENGINEERING CORP.;1979;2000;21
EP0408157B1;EP;13;1984-08-29;0000-00-00;1990-02-24;Status Expire;A; Dana Farber Cancer Institute Inc;1984;1990;6
EP0121342B1;EP;7;1983-03-03;0000-00-00;1996-12-03;Status Expire;A; 3M Co;1983;1996;13
EP0234951B1;EP;11;1986-02-28;0000-00-00;2007-02-26;Status Expire;A; Cardiovascular Imaging Systems Inc;1986;2007;21
EP0331094B1;EP;10;1988-02-29;0000-00-00;2006-02-28;Status Expire;G; Mitsubishi Electric Corp;1988;2006;18
EP0438862B1;EP;13;1989-01-12;0000-00-00;2008-11-30;Status Expire;A; Philip Morris Products SA Philip Morris Products Inc;1989;2008;19
EP0397197B1;EP;5;1989-12-05;0000-00-00;2005-05-11;Status Expire;H; Alcatel Lucent NV;1989;2005;16
EP0466280B1;EP;50;1986-06-23;0000-00-00;2007-06-17;Status Expire;Y; MTG Divestitures LLC;1986;2007;21
EP0319268B1;EP;5;1987-04-12;0000-00-00;2008-11-29;Status Expire;Y; Ivac Medical Systems Inc;1987;2008;21
EP0613039B1;EP;13;1989-11-29;0000-00-00;2004-11-29;Status Expire;C; Magna Donnelly Corp;1989;2004;15
EP0339279B1;EP;5;1988-03-31;0000-00-00;2005-03-29;Status Expire;Y; Air Products and Chemicals Inc;1988;2005;17
EP0293605B1;EP;6;1987-05-22;0000-00-00;2008-04-28;Status Expire;A; Boston Scientific Corp;1987;2008;21
EP0438510B1;EP;7;1988-12-10;0000-00-00;2006-10-31;Status Expire;A; Huntington Medical Research Institute;1988;2006;18
EP0348458B1;EP;9;1987-11-30;0000-00-00;1998-01-07;Status Revoke;C; University of Iowa Research Foundation UIRF;1987;1998;11
EP0268480B1;EP;10;1986-11-20;0000-00-00;2005-11-19;Status Expire;Y; Pharmacia Biosystems Ltd;1986;2005;19
EP0356112B1;EP;14;1988-08-18;0000-00-00;2005-08-15;Status Expire;A; University of Medicine and Dentistry of New Jersey Rutgers State University of New Jersey;1988;2005;17
EP0667019B1;EP;8;1989-07-06;0000-00-00;2010-06-07;Status Expire;H; Broadcom Corp;1989;2010;21
EP0389102B1;EP;4;1989-02-22;0000-00-00;2010-02-19;Status Expire;A; United States Surgical Corp;1989;2010;21
EP0141006B1;EP;5;1983-09-16;0000-00-00;2004-01-27;Status Expire;A; Terumo Corp;1983;2004;21
EP0417928B1;EP;14;1989-08-24;0000-00-00;2010-08-23;Status Expire;Y; Medtronic Vascular Inc;1989;2010;21
EP0261764B2;EP;13;1986-01-07;0000-00-00;2007-06-29;Status Expire;B; HP Inc;1986;2007;21
EP0083495B1;EP;5;1981-12-30;0000-00-00;2002-12-22;Status Expire;Y; ExxonMobil Oil Corp;1981;2002;21
EP0596868B1;EP;8;1988-07-14;0000-00-00;2003-03-31;Status Expire;G; ATR COMMUNICATION SYSTEMS RESEARCH LABORATORIES;1988;2003;15
EP0079234B1;EP;25;1981-10-11;0000-00-00;1999-09-01;Status Expire;C; Procter and Gamble Co;1981;1999;18
EP0357309B1;EP;4;1988-08-29;0000-00-00;2002-08-21;Status Expire;Y; B I Inc BI Inc;1988;2002;14
EP0293358B1;EP;11;1987-05-26;0000-00-00;2008-05-24;Status Expire;C; Pharmacia LLC;1987;2008;21
EP0430848B1;EP;9;1989-11-28;0000-00-00;2009-11-30;Status Expire;A; William Cook Europe ApS;1989;2009;20
EP0015390B1;EP;18;1979-02-28;0000-00-00;2000-02-03;Status Expire;C; Lohja Oy AB;1979;2000;21
EP0436658B1;EP;23;1988-03-10;0000-00-00;2007-10-31;Status Expire;A; Alza Corp;1988;2007;19
EP0072754B1;EP;10;1981-08-17;0000-00-00;1995-04-28;Status Expire;A; United States Surgical Corp;1981;1995;14
EP0872347B1;EP;38;1989-05-08;0000-00-00;2009-08-03;Status Expire;B; Canon Inc;1989;2009;20
EP0410602B2;EP;6;1989-07-24;0000-00-00;2010-02-02;Status Expire;Y; Lake Region Manufacturing Inc;1989;2010;21
EP0068419B1;EP;6;1981-06-23;0000-00-00;2002-06-22;Status Expire;Y; Terumo Corp;1981;2002;21
EP0238667B1;EP;7;1985-09-20;0000-00-00;2005-07-15;Status Expire;A; Sumitomo Bakelite Co Ltd;1985;2005;20
EP0229809B1;EP;14;1985-06-28;0000-00-00;2000-07-05;Status Revoke;C; Alcan Holdings Switzerland AG;1985;2000;15
EP0420295B1;EP;12;1986-03-14;0000-00-00;2006-03-31;Status Expire;Y; Itron Inc;1986;2006;20
EP0359773B2;EP;5;1987-05-27;0000-00-00;2008-05-20;Status Expire;A; Medtronic Navigation Inc;1987;2008;21
EP0135990B1;EP;14;1983-05-07;0000-00-00;2004-07-04;Status Expire;Y; CR Bard Inc;1983;2004;21
EP0088126B2;EP;16;1981-09-16;0000-00-00;2002-09-14;Status Expire;C; Manchester R&D Partnership;1981;2002;21
EP0306298B1;EP;12;1987-02-09;0000-00-00;2008-09-02;Status Expire;A; United States Surgical Corp;1987;2008;21
